Question,Category
امي تعاني من التهاب الاعصاب ووايضا المرض متعلق بالصفائح الدموية واريد ان اعرف اكثر عن هذا المرض,الأمراض العصبية
"السلام عليكم ورحمة الله وبركاته
عند طفل عمره شهر وبسبب الولاده الطبيعي سبب شد ليده اليمين وبعد ومراجعة استشاري بالمخ والأعصاب قال لي يحتاج دكتور مختص بالشبكة العصبية",الأمراض العصبية
أجريت عملية دوالي في الخصية اليسرى من 25 يوم ولكن مازال يوجد تورم في الخصية وبعض الآلام في منطقة الجرح هل ذلك طبيعي؟؟؟,المسالك البولية
هل حب الشباب الكبير يأتي بسبب قلة النظافة ولا ما دخل النظافة؟ ولا فقط الهرمونات,الجلدية والتجميل
انا فتاة غير متزوجة ولدي السكري المعتمد على الانسولين واعاني من حصى في الكلى اليسرى والتهابات في المسالك البولية بشكل مستمر اخذت علاجات كثيرة بدون فائدة ما العلاج برايكم,المسالك البولية
أسباب تكسر الأسنان من الداخل اسفل السنه فوق اللثة وعلاجها,طب وصحة الأسنان
عندي الم اسفل الظهر جهة اليمين ويزداد الالم عند الثني للامام وعند الجلوس واحيانا ينزل الالم للفخذ والساق والقدم على شكل وخزات وكذلك عندما اركع واجعل ظهري مستقيم اشعر بالم...,العظام والمفاصل
"يوجد ضرس العصب لديه ميت,والدكتور وضع فيه ابره وراى انه ميت ولم يعالجه لاني لم اذهب له والآن يؤلمني مع العلم ان فتحة الضرس لهذا العصب فتحها الدكتور ولا استطيع...",طب وصحة الأسنان
السلام عليكم، أنا عمري ٢٢ سنة لي ٣ سنين أمارس الرياضة لم أنزل من الوزن سواء ٤ كيلو؛ دائماً مأشعر ببرودة أطرافي والدورة الشهرية غير منتظمة. هل يمكن لدي خلل...,الباطنة والغدد الصماء
ما الأكتر إفادة اللبن أو الحليب,التغذية والدواء
"واتناول يوثيركس 50 من6شهور واخر تحليل tsh كان2.6 ومازال عندى اعراض كسل الغدة وخاصة الدوخة وعدم التركيز والتنميل وعدم تحمل البرودة والقشعريرة فى الرأس واضطراب القولون
مع العلم ان الغدة...",الباطنة والغدد الصماء
هل نقص الاكسجين بالدماغ مرض وىاثي؟,صحة الطفل
عمري ٢٣ واستخدم بخاخ هيروجرو لفرغات الذقن ولاحظت نتيجه كويسه لمده ٣ شهور استخدمه وهذا الشهر الرابع لكن بدا شعر ذقني يتساقط مع اني منتظم في استخدام البخاخ هل هذا...,الجلدية والتجميل
ازاي اتعالج من الكنديدا وهل هي بكتريا مزمنه تسبب سرطان علي المدي البعيد وما اعرضها مع العلم اني بنت ؟؟؟؟,الأورام
هل ل التهاب اللوزتين علاج دون الاصابه بالبحه و فقدان الصوت؟,أنف وأذن وحنجرة
"السلام عليكم و رحمة الله تعالى و بركاته ,, أريد السؤال هل دواء كييتيل يزيد من عدد دقات القلب ؟ حيث لاحظت مؤخرا ارتفاع دقات قلبي إلى 99 في الدقيقة...",القلب والأوعية الدموية
"ﻫﻞ ﻓﻲ علاج لإرتعاش الاعصاب , حيث سبب لي ضمور الاعصاب؟",الأمراض العصبية
منذ4شهورتعرضت لخبطتين اعقبهاجلوس خطأعدةمرات الم خفيف ف طرف الركبةعندصعودالسلم اوالضغط عليه أوعندالسفرويختفى عندالمشى ويختفى بهيموكلارأوالفاكادول لايوجدتورم اواحمرارهل هناك خطر,العظام والمفاصل
انا اعاني من حب الشباب فذهبت لطبيبةوصرف لي كريم اكرتين واستمريت عليه٣ اشهر شفي وجهي وبعداشهر عاد كل شي من جديد وبدأت بنفس العلاج ولكن عادت الحبوب بشكل مضاعف هل...,الجلدية والتجميل
"ما السبب
عندى الم فى الصدر من ناحية الشمال ويزداد عند العطس والكحة وأيضا الم فى الذراع الايسر",القلب والأوعية الدموية
الم في الركبة وعلى يسارها وزني105 عمري55,العظام والمفاصل
"صداع نصفي مع ضغط شديد علي العين اليسري وووجع في الاذن اليسري
اشعر بألم شديد وخاصة بسبب الصوت العالي مكبرات الصوات او الاضائه العالية
تم الكشف رمد ووجد ان عصب...",الأمراض العصبية
"السلام عليكم
هل من الممكن علاج الاسنان التي نزلت قليلا من الفك العلوي نتيجه خلع اسنان في الفك السفلي دون الحاجه الى تقويم؟",طب وصحة الأسنان
ابي عمل عمليه قلب مفتوح وتدريجيا تتحسن حالته الصحيه لكن لا يتذكر معظم الأشياء ولا الأشخاص ولا كيفيه الحياه التي كان يعيشها مع العلم مر على وقت العمليه ثلاث أسابيع,القلب والأوعية الدموية
"السلام عليكم
انا اعاني من سواد في الشفايف وهذا أمر يضايقني وكثير يقولون اني ادخن لكن لا اعلم ما السبب
هل يوجد حل لهذه الحالة وشكراً",طب وصحة الأسنان
وزني ٥٤ وطولي ١٦٠ وعمري ٢٣ ولكن لدي دهون عالبطن والخصر ، كم سعرة حرارية احتاج لانقاص وزني؟,التغذية والدواء
أعاني من الوسواس القهري الشديد و البارانويا استخدم زولفت 200 و انافرانيل 50 منذ 6 شهور تحسنت 60 %نصحني الطبيب بأضافة تيجراتول 200 او تزويد الانافرانيل الى 100 ماهو الأفضل,الصحة النفسية
"ما هو علاج إلتهابات فروة الرأس الشديد علما لا توجد قشرة
الشعر يتساقط بشدة
مقدمة الرأس عندى بلا شعر والغريب أنة جنب كثيف عن اﻷخر مما يشوة صورتى
أبلغ من...",الجلدية والتجميل
مرحبا.. انا شاب ابلغ 26 عاما قبيل شهر ذهبت لاجراء جراحة اسنان و في اليوم التالي شعرت بأن قلبي يتوقف لثانية و اصبحت بعدها اشعر بنوبات الخوف و انعدام الشهية...,الصحة النفسية
انا ولدت بنتي فالاسبوع 23 و 3 ايام و صارلها نزيف فالدماغ وادى هذا الى استسقاء الدماغ حاليا بنتي عمرها 43 اسبوع ووزنها 4.360kg و محيط الرأس لديها 39 لديها...,الأمراض العصبية
عند ثني الركب بحالة جلسة استراحة السجود وﻻ استطيع الثني والم ﻻ يطاق عند محاولة الثني وعملت عملية تنظيف الركب قبل سنة واﻻم الركب تاتي وتذهب بين الحين واﻻخر وبدون...,العظام والمفاصل
